id,state_or_ut,scope,scheme_name,tag,ministry,benefit,annual,application_url,application_type,relevance_tier,source_file
maha_matsyavyavasay_vima,Maharashtra,state,Maharashtra Fishermen Group Accidental Insurance Scheme,fishermen; insurance,Maharashtra Fisheries Dept.,₹5 Lakh accidental death + ₹2.5 Lakh partial disability insurance for registered marine/inland fishermen; state pays the premium,500000,fisheries.maharashtra.gov.in,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/maharashtra.js
maha_kukut_palan_karj,Maharashtra,state,Maharashtra Kukut Palan Karj Yojana (Poultry Farming Loan),farmer; poultry; animal husbandry,Maharashtra Animal Husbandry & Dairy Development Dept.,Subsidised loan ₹1–₹10 Lakh at 4% interest to start or expand poultry farm; SC/ST/women/BPL get higher subsidy; NABARD-linked,1000000,https://dahd.maharashtra.gov.in/en/scheme/national-livestock-mission,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/states/maharashtra.js
maha_resham_udyog,Maharashtra,state,Maharashtra Sericulture Development Scheme (Mulberry Silk Farming),farmer; sericulture; silk,Maharashtra Sericulture Dept. / Central Silk Board,"50–75% subsidy on mulberry plantation, rearing equipment & silk reeling units; free training + ₹10,000 startup support for new sericulture farmers in Marathwada & Vidarbha",25000,silkmMaharashtra.gov.in / District Sericulture Officer,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/maharashtra.js
maha_milch_animal_distribution,Maharashtra,state,Milch Animal Distribution Scheme (2 Cows / Buffaloes),farmer; dairy; animal husbandry,Maharashtra Animal Husbandry & Dairy Development Dept.,50% subsidy (75% for SC/ST) on 2 crossbred milch cows or 2 buffaloes (unit value ₹1.57L–₹1.79L) to boost rural milk income for small farmers & SHG women,20000000,ahdmaharashtra.gov.in / Zilla Parishad Animal Husbandry Office,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/maharashtra.js
manipur_ima_keithel_support,Manipur,state,Ima Keithel Vendor Support Scheme (Manipur),women; entrepreneurship; market,Manipur Commerce & Industries Dept.,"Financial and infrastructure support for women vendors of the historic all-women Ima Keithel (Mothers' Market) in Imphal — one of Asia's largest all-women markets; includes stall renovation grants up to ₹25,000, working capital loans up to ₹50,000 at 4% interest through state cooperative banks, and free skill-upgrade workshops on digital payments, inventory, and market linkage; priority to BPL/EWS women vendors",25000,Manipur Commerce & Industries Dept. / Ima Keithel Management Committee (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/manipur.js
manipur_sangai_mahila_shg,Manipur,state,Manipur State Rural Livelihoods Mission — SHG Support (Manipur),women; shg; rural livelihood,Manipur State Rural Livelihoods Mission (MSRLM) / Rural Development Dept.,"Revolving fund of ₹15,000 per SHG + Community Investment Fund of up to ₹2.5 lakh for women's Self-Help Groups; interest-free or subsidised loans up to ₹5 lakh per SHG for income-generating activities — handloom, food processing, bamboo products, tailoring; skill training through DDU-GKY; market linkage via state craft fairs and e-commerce platforms",250000,msrlm.manipur.gov.in / Block MSRLM office (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/manipur.js
manipur_startup_manipur,Manipur,state,Start-Up Manipur Scheme,youth; start-up; entrepreneur,Manipur Industries & Commerce Dept. / MANPRAC,"Seed funding of ₹2 lakh–₹10 lakh as equity grant for first-generation entrepreneurs (18–40 years) in technology, food processing, handicrafts, and services sectors; 30% capital subsidy on project cost (max ₹3 lakh); free incubation space, mentoring, and legal / IPR support through MANPRAC and empanelled incubators; women and ST/SC entrepreneurs get additional 5% subsidy; must be resident of Manipur",200000,https://www.myscheme.gov.in/schemes/strtupmpr,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/manipur.js
manipur_hill_tribal_welfare,Manipur,state,Hill Areas Tribal Welfare & Development Schemes (Manipur),tribal; st; hill areas; welfare,Manipur Hill Areas Dept. / Tribal Affairs & Hills Dept.,"Package of welfare benefits for ST communities in Manipur hill districts — free textbooks and uniforms for tribal students (Class 1–12), hostel scholarships of ₹2,500–₹3,500/month for residential school students, livelihood grants of ₹10,000–₹20,000 for traditional craft-based self-employment (weaving, bamboo, pottery), and health camps in remote villages; administered through Hill Area Committees (HAC)",20000,hillareas.manipur.gov.in / nearest Sub-Divisional Office in hill district,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/manipur.js
meghalaya_msy_entrepreneur,Meghalaya,state,Meghalaya Start-Up & Youth Entrepreneurship Scheme (Meghalaya),youth; start-up; entrepreneur,Meghalaya Basin Development Authority (MBDA) / Industries & Commerce Dept.,"Seed grant of ₹2 lakh–₹10 lakh for first-generation entrepreneurs aged 18–40 years in sectors including agri-processing, eco-tourism, IT, handloom, and handicrafts; 30% capital subsidy (max ₹3 lakh) on project cost; ST/SC/women entrepreneurs receive additional 5% subsidy; free incubation at MBDA-supported centres in Shillong; mentoring, IPR support, and market linkage through Meghalaya Artfed; applicant must be a resident of Meghalaya",200000,https://mbda.gov.in,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/meghalaya.js
meghalaya_srlm_shg,Meghalaya,state,Meghalaya State Rural Livelihoods Society — SHG Support (Meghalaya),women; shg; rural livelihood,Meghalaya State Rural Livelihoods Society (MSRLS) / Rural Development Dept.,"Revolving fund of ₹15,000 per SHG + Community Investment Fund up to ₹3 lakh for women's Self-Help Groups active for 6+ months; subsidised loans up to ₹5 lakh at 7% interest for income-generating activities — weaving, food processing, bamboo & cane crafts, and agro-based enterprises; market linkage through Meghalaya Basin Development Authority (MBDA) fairs and e-commerce; capacity-building and digital literacy training",300000,msrls.meghalaya.gov.in / Block MSRLS office (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/meghalaya.js
meghalaya_khadc_jhadc_welfare,Meghalaya,state,Autonomous District Council Tribal Welfare Schemes (Meghalaya),tribal; st; adc; welfare,Khasi Hills Autonomous District Council (KHADC) / Jaintia Hills ADC (JHADC) / Garo Hills ADC (GHADC),"Package of welfare benefits administered by Meghalaya's three Autonomous District Councils (KHADC, JHADC, GHADC) — free textbooks and uniforms for ST students (Class 1–12); hostel stipend of ₹2,000–₹3,000/month for residential students; livelihood grants of ₹10,000–₹15,000 for traditional craftspeople (weaving, cane & bamboo, pottery, sericulture); legal aid for customary land rights; health camps in remote habitations",36000,khadc.nic.in / jhadc.nic.in / ghadc.nic.in — respective ADC office,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/meghalaya.js
mizoram_msrlm_shg,Mizoram,state,Mizoram State Rural Livelihood Mission — SHG Loan & Livelihood (Mizoram),women; shg; livelihood,Mizoram State Rural Livelihood Mission (MSRLM) / Rural Development Dept.,"Interest-free revolving fund of ₹15,000 for newly formed women SHGs; low-interest community investment fund (CIF) loans up to ₹2.5 lakh per SHG for income-generating activities; skill development and vocational training in handloom, food processing, tailoring, and bamboo craft; market linkage support through state MSRLM network; covers rural women in all 8 districts of Mizoram",250000,msrlm.mizoram.gov.in / Block Development Office (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/mizoram.js
mizoram_sedp,Mizoram,state,Socio-Economic Development Programme (SEDP) — Mizoram,youth; self-employment; entrepreneur,Mizoram Industries Dept. / Mizoram Industrial Development Corporation (MIDC),"Collateral-free loan of ₹50,000–₹10 lakh for educated unemployed youth (18–45 years) and first-generation entrepreneurs to start micro and small enterprises; 20–30% capital subsidy on project cost (higher for women / ST applicants); free entrepreneurship development training through MIDC and government ITIs; covers manufacturing, services, trade, and agro-processing sectors; targeted at youth in rural and semi-urban areas",1000000,industries.mizoram.gov.in / District Industries Centre (DIC) office,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/mizoram.js
mizoram_tribal_welfare,Mizoram,state,Mizoram Tribal Development & District Council Welfare Schemes,tribal; st; district council,Mizoram Tribal Welfare Dept. / District Council (LADC / CADC / MDC),"Cluster of ST-targeted welfare benefits administered by the Mizoram Tribal Welfare Dept. and three Autonomous District Councils (Lai Autonomous District Council, Chakma Autonomous District Council, Mara Autonomous District Council) — includes free textbooks, uniforms, and hostel stipends for tribal students (Class 1–12); ₹5,000 one-time grant for tribal women starting micro-enterprises; livelihood support for bamboo crafts, handloom weavers, and traditional fishermen; vocational training grants up to ₹10,000 for youth in remote tribal areas",10000,mizoram.gov.in/tribal / nearest District Council Office (offline),District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/mizoram.js
mizoram_nlup,Mizoram,state,New Land Use Policy (NLUP) — Mizoram,farmer; livelihood; nlup,Mizoram New Land Use Policy (NLUP) Board / Agriculture Dept.,"₹1 lakh per household financial assistance (released in 3 installments) to shift from traditional jhum (slash-and-burn) cultivation to alternative settled livelihoods — covers horticulture, plantation crops, aquaculture, sericulture, animal husbandry, and micro-enterprises; also includes free training, technical support, and supply of quality planting material; primary beneficiaries are rural farming families in jhum-practising villages across all 8 districts",100000,mizoram.gov.in/nlup / District NLUP Implementation Unit (offline),District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/mizoram.js
nagaland_cmse,Nagaland,state,Chief Minister's Self-Employment Scheme (CMSE) — Nagaland,youth; self-employment; entrepreneur,Nagaland Industries & Commerce Dept. / NBCC (Nagaland Business Creation Centre),"Collateral-free loans of ₹50,000–₹10 lakh for educated unemployed youth (18–45 years) and first-generation entrepreneurs to start micro and small enterprises; 25–35% capital subsidy on project cost (higher for women / ST applicants); free entrepreneurship development training through DIC and government polytechnics; priority sectors include agro-processing, food & beverage, tourism, handloom, IT services, and bamboo products aligned with Nagaland's economic strengths; special window for ex-servicemen and differently-abled applicants",1000000,industries.nagaland.gov.in / District Industries Centre (DIC) (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/nagaland.js
nagaland_nrlm_shg,Nagaland,state,Nagaland State Rural Livelihoods Mission — SHG Loan & Support (Nagaland),women; shg; livelihood,Nagaland State Rural Livelihoods Mission (NSRLM) / Rural Development Dept.,"Interest-free revolving fund of ₹15,000 for newly formed women Self-Help Groups (SHGs); community investment fund (CIF) loans up to ₹2 lakh per SHG at subsidised rates for income-generating activities; skill development training in Naga handloom weaving, food processing, tailoring, and bamboo-cane craft; market linkage support under the 'Naga Handloom & Handicrafts' brand; group insurance coverage; covers rural women across all 16 districts; priority to women from remote Eastern Nagaland villages",200000,nsrlm.nagaland.gov.in / Block Development Office (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/nagaland.js
nagaland_vdb_tribal,Nagaland,state,Village Development Board (VDB) Tribal Welfare & Development Schemes (Nagaland),tribal; st; vdb; village welfare,Nagaland Rural Development Dept. / Village Development Boards (VDB),"Cluster of welfare and development benefits administered through Nagaland's unique VDB (Village Development Board) system — includes: free textbooks, school bags, and uniforms for tribal students (Class 1–10); village-level infrastructure grants (₹2–5 lakh per village annually for roads, water, community halls); ₹5,000 one-time livelihood start-up grant for tribal youth starting micro-enterprises; handloom weaver identity card + ₹3,000 annual tool kit grant for registered Naga weavers; hostel stipend for ST students studying outside their home district; priority to ENPO (Eastern Nagaland Peoples' Organisation) area villages",5000,nagaland.gov.in/rural / Village Council or VDB Secretary (offline),District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/nagaland.js
daynulm,National,central,DAY-NULM (Urban Livelihoods Mission),business; urban,Ministry of Housing & Urban Affairs,"₹10,000–₹2 Lakh loan at 5–7% interest + free skill training for urban poor",200000,https://nulm.gov.in,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
kisancredit,National,central,Kisan Credit Card (KCC),farmer,Ministry of Agriculture,Crop loan at 4% interest (subsidised),100000,Nearest bank branch,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
pmegp,National,central,PM Employment Generation Programme (PMEGP),business,Ministry of MSME,15–35% subsidy on loan up to ₹50 Lakh to start business,5000000,https://www.airtel.in/blog/personal-loan/pmegp-loan-scheme-your-complete-guide,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
pmfme,National,central,PM Formalisation of Micro Food Processing Enterprises (PM-FME),business,Ministry of Food Processing Industries,35% credit-linked capital subsidy (max ₹10 Lakh) for micro food processing units · Free FSSAI registration & branding support + skill training,1000000,https://www.myscheme.gov.in/schemes/pmfmpe,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
pmlvmy,National,central,PM Laghu Vyapari Maan-dhan Yojana (PMLVMY),business,Ministry of Labour & Employment,"₹3,000/month pension after age 60 for shopkeepers, retail traders & self-employed persons · Govt. matches contribution",36000,https://www.govtschemes.in/pradhan-mantri-laghu-vyapari-mandhan-yojanapmlvmy,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
mudra,National,central,PM Mudra Yojana,business,Ministry of Finance,"Loan ₹50,000 – ₹10 Lakh · No collateral",1000000,https://www.myscheme.gov.in/schemes/pmmy,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
pm_smile,National,central,PM SMILE – Support for Marginalised Individuals for Livelihood & Enterprise,general,Ministry of Social Justice & Empowerment,"Comprehensive welfare for transgender persons: ABHA / Aadhaar support, free education, PMKVY skill training, PM SVANidhi loan, Ayushman Bharat ₹5L health cover, shelter & livelihood rehabilitation",5,https://grants-msje.gov.in/display-smile-guidelines,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
pmsvanidhi,National,central,PM SVANidhi (Street Vendor Loan),street vendor,Ministry of Housing & Urban Affairs,"Loan ₹10,000–₹50,000 · 7% interest subsidy · No collateral",10000,https://web.umang.gov.in/landing/scheme/detail/pm-street-vendors-atmanirbhar-nidhi-pm-svanidhi_pm-svanidhi.html,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
pmvishwakarma,National,central,PM Vishwakarma Yojana,artisan; craftsman,Ministry of MSME,"₹15,000 toolkit grant + loan up to ₹3L at 5% · Free skill training",15000,https://www.myscheme.gov.in/schemes/pmv,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
standup_india,National,central,Stand-Up India Scheme,business; women,Ministry of Finance (SIDBI),Bank loan ₹10 Lakh–₹1 Crore for SC/ST & Women entrepreneurs,10000000,https://www.myscheme.gov.in/schemes/sui,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
startup_india,National,central,Startup India – Seed Fund & Recognition,business; startup,Ministry of Commerce & Industry (DPIIT),Up to ₹50 Lakh seed funding · 3-year income-tax exemption · DPIIT recognition certificate,5000000,https://www.startupindia.gov.in/content/sih/en/home-page.html,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
usttad,National,central,USTTAD – Upgrading Skills & Training in Traditional Arts/Crafts (Minority Artisans),skill; youth,Ministry of Minority Affairs,"Free 3–6 month skill upgrade training in traditional crafts for minority artisans · ₹1,000–₹1,500/month stipend + free tool kit + certification + market linkage support",18000,usttad.amitsha.gov.in / State Minorities Commission / Nearest empanelled NGO or Training Centre,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/schemesData.js
aif,National,central,Agriculture Infrastructure Fund (AIF),farmer; organic,Ministry of Agriculture & Farmers Welfare,"3% interest subvention for 7 years on loans up to ₹2 Crore for post-harvest infra: cold storage, warehouse, sorting/grading, primary processing, assaying labs",20000000,https://agriinfra.dac.gov.in,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
daynrlm,National,central,DAY-NRLM (Self Help Group – Women),women; shg,Ministry of Rural Development,"₹10,000–₹15 Lakh loan for SHG + interest subsidy + training",1500000,https://www.myscheme.gov.in/schemes/day-nrlm,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
ddu_gky,National,central,DDU-Grameen Kaushalya Yojana (DDU-GKY),skill; youth,Ministry of Rural Development,"Free placement-linked skill training + ₹1,000–₹1,500/month stipend during training",18000,https://haryanadp.gov.in/wp-content/uploads/2025/06/2023021741-second.pdf,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
nai_manzil,National,central,Nai Manzil Scheme (Education & Livelihood for Minority Dropouts),skill; youth,Ministry of Minority Affairs,"Bridge education (Class 10 / 12 equivalent via NIOS) + skill training (9–12 months) · ₹2,500–₹3,000/month stipend + placement support",36000,naimanzil.gov.in / Nearest empanelled NGO or Training Centre,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
naps,National,central,National Apprenticeship Promotion Scheme (NAPS),skill; youth,Ministry of Skill Development & Entrepreneurship,"Govt. pays 25% of stipend (up to ₹1,500/month) · 1–3 year on-the-job trade training with a certificate",18000,https://www.myscheme.gov.in/schemes/naps,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
nat_bamboo,National,central,National Bamboo Mission (NBM),farmer; organic,Ministry of Agriculture & Farmers Welfare,"50% subsidy on bamboo plantation, nurseries & value-addition units · Free planting material + skill training for farmers",100000,nbm.nic.in / State Nodal Agency / Local Krishi Vigyan Kendra (KVK),District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
nlm,National,central,National Livestock Mission (NLM),farmer; animal husbandry,"Ministry of Fisheries, Animal Husbandry & Dairying","50% subsidy (max ₹50 Lakh; 60% for SC/ST/Women) on poultry, goat, sheep, cattle & fodder enterprises",5000000,https://www.dahd.gov.in/en/schemes/programmes/national_livestock_mission,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
pm_daksh,National,central,PM DAKSH Yojana (Skill Training for SC/OBC/EBC),skill; youth,Ministry of Social Justice & Empowerment,"Free skill training (short-term & long-term) for SC/OBC/EBC · ₹1,000–₹1,500/month stipend + placement support",18000,https://nbcfdc.gov.in/nbcfdc/web/skills-schemes-flyer,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
pmkvy,National,central,PM Kaushal Vikas Yojana (PMKVY),skill; youth,Ministry of Skill Development,"Free skill training + ₹8,000 reward + placement help",8000,https://skillindiadigital.gov.in,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
pmkisan,National,central,PM Kisan Samman Nidhi,farmer,Ministry of Agriculture,"₹6,000/year · 3 installments of ₹2,000",6000,https://pmkisan.gov.in,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
pmksy,National,central,PM Krishi Sinchai Yojana – Per Drop More Crop,farmer,Ministry of Agriculture & Farmers Welfare,55% subsidy (80% for SC/ST) on drip & sprinkler irrigation systems,100000,https://pmksy.gov.in,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
pmmsy,National,central,PM Matsya Sampada Yojana (PMMSY),fisherman; farmer,"Ministry of Fisheries, Animal Husbandry & Dairying","40–60% subsidy on boats, nets & fish farm units (80% for SC/ST/Women)",100000,https://pmmsy.dof.gov.in,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
seekho_kamao,National,central,Seekho aur Kamao (Learn & Earn),skill; youth,Ministry of Minority Affairs,Free market-driven skill training (3–12 months) for minority youth + placement assistance · Stipend during training,18000,https://my.msme.gov.in/MyMsmeMob/MsmeScheme/Pages/8_2.html,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/schemesData.js
odisha_mission_shakti,Odisha,state,Mission Shakti — SHG Loan Scheme (Odisha),women; shg; entrepreneurship,Odisha Mission Shakti Dept.,"Interest-free loans up to ₹10 lakh for women SHG members to start or expand small businesses; seed money of ₹15,000 for new SHGs; revolving funds and capacity-building support; uniforms & blazers provided; Mission Shakti Bazaar platform for selling products",1000000,https://missionshakti.odisha.gov.in/en/programme/mission-shakti-loan-state-interest-subvention,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/odisha.js
puducherry_women_shg_loan,Puducherry,state,Women SHG Loan & Livelihood Support (Puducherry),women; shg; entrepreneurship,Puducherry Dept. of Industries & Commerce / AAJEEVIKA,"Interest-free / subsidised loans up to ₹5 lakh for women Self Help Group (SHG) members to start or expand micro-enterprises; seed capital of ₹10,000 for new SHGs; revolving fund support; skill training in tailoring, food processing, handicrafts, and agarbatti making; marketing support via government exhibitions and Pondicherry Agro Service & Industries Corporation (PASIC)",500000,"Dept. of Industries & Commerce, Puducherry / nearest DRDA office",District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/puducherry.js
puducherry_farmer_input_subsidy,Puducherry,state,Agricultural Input Subsidy & Kisan Support (Puducherry),farmer; agriculture; subsidy,Puducherry Dept. of Agriculture,"Subsidised seeds (up to 50% cost subsidy), fertilisers, and pesticides supplied through the Agriculture Dept.; free soil testing at government labs; 50% subsidy on farm machinery and equipment purchase; ₹4,000/acre compensation for crop loss due to natural calamity; free irrigation support through minor irrigation channels; interest-free crop loans up to ₹1 lakh via cooperative banks; training in organic and integrated farming",100000,"Dept. of Agriculture, Puducherry / nearest Krishi Vigyan Kendra",District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/puducherry.js
puducherry_skill_training,Puducherry,state,Skill Development & Employment Scheme (Puducherry),skill; employment; youth,Puducherry Dept. of Labour & Employment / AAJEEVIKA,"Free skill training programs of 3–6 months in Puducherry ITIs and empanelled private training centres under Pradhan Mantri Kaushal Vikas Yojana (PMKVY) and UT-funded schemes — trades include electronics, welding, tailoring, computer hardware, hospitality, beauty & wellness, and marine fisheries; monthly stipend of ₹1,000–₹2,500 during training; placement assistance; NSDC / NCVT-recognised certificates",1000,"Dept. of Labour & Employment, Puducherry / nearest ITI, Puducherry",District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/puducherry.js
punjab_artisan_card,Punjab,state,Punjab Artisan & Handicraft Worker Scheme,business; artisan,Punjab Dept. of Industries & Commerce,"Free tool kit + ₹2 Lakh credit at 4% interest + free design training for traditional artisans (phulkari, wood, pottery)",200000,punjabindustries.gov.in,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/punjab.js
punjab_cold_storage,Punjab,state,Punjab Cold Storage & Food Processing Subsidy,farmer; food processing,Punjab Horticulture & Food Processing Dept.,35% capital subsidy on cold storage / pack house / food processing unit setup (max ₹1.5 Crore); soft loan at 6% for farmers & FPOs,15000000,hortpb.gov.in / Punjab Agro Industries Corp.,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/punjab.js
punjab_evehicle_subsidy,Punjab,state,Punjab E-Vehicle / E-Rickshaw Subsidy Scheme,business; e-vehicle,Punjab Transport Dept.,"₹30,000 subsidy on purchase of electric rickshaw / e-loader for BPL / SC / women applicants; low-interest loan at 5% for balance",30000,transport.punjab.gov.in,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/punjab.js
punjab_himmat_scheme,Punjab,state,Punjab Himmat Scheme (Disability Skill & Self-Employment),business; disability skill,Punjab Dept. of Social Security,"Free skill training (3–6 months) + ₹1,500/month stipend + ₹50,000 seed capital for self-employment for persons with disabilities",18000,https://swd.punjab.gov.pk/himmatcard,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/punjab.js
punjab_street_vendor_loan,Punjab,state,Punjab PM SVANidhi Scheme (Street Vendor Loan),business; street vendor,Punjab Dept. of Local Govt.,"Collateral-free working capital loan ₹10,000 → ₹20,000 → ₹50,000 in 3 cycles for street vendors",10000,https://web.umang.gov.in/landing/scheme/detail/pm-street-vendors-atmanirbhar-nidhi-pm-svanidhi_pm-svanidhi.html,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/punjab.js
punjab_ghar_ghar_rozgar_loan,Punjab,state,Punjab SC/BC Self Employment Loan Scheme,business; sc-bc loan,Punjab Scheduled Castes Land Development & Finance Corp.,"Subsidised loan ₹5,000 – ₹5 Lakh at 4% interest for SC/BC entrepreneurs",500000,scsbc.punjab.gov.in,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/punjab.js
punjab_women_microfinance,Punjab,state,Punjab Women Micro-Finance Loan Scheme,women; micro finance,Punjab Women Development Corporation,"Collateral-free loan ₹25,000–₹2 Lakh at 4% interest for women entrepreneurs; repayment up to 5 years",200000,pwdc.co.in,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/punjab.js
punjab_startup_punjab,Punjab,state,Startup Punjab Scheme,business; startup,Punjab Dept. of Industries & Commerce (Invest Punjab),₹5 Lakh seed grant + free incubation space (12 months) + mentorship + 100% SGST reimbursement for 3 years for registered Punjab startups,500000,https://www.startupindia.gov.in/content/sih/en/state-startup-policies/Punjab-state-policy.html,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/punjab.js
punjab_dairy_subsidy,Punjab,state,Punjab Dairy Development Subsidy Scheme,farmer; dairy,"Punjab Dept. of Animal Husbandry, Dairying & Fisheries","25–33% subsidy on purchase of milch cattle (up to 2 animals); ₹50,000 max subsidy + free veterinary insurance cover",50000,milkfed.punjab.gov.in,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/punjab.js
punjab_fishermen_welfare,Punjab,state,Punjab Fishermen Welfare & Training Scheme,farmer; fishermen,Punjab Fisheries Dept.,"₹3,000/month accident insurance + free fishing net + 50% subsidy on boat purchase for registered fishermen",36000,punjabfisheries.gov.in,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/punjab.js
punjab_shg_loan,Punjab,state,Punjab SHG Bank Linkage Scheme (NRLM),women; shg loan,Punjab Rural Development & Panchayati Raj Dept.,"Interest-free / low-interest revolving loan ₹1.5 Lakh–₹6 Lakh for women Self Help Groups; ₹3,000 group formation support",150000,ruraldevelopment.punjab.gov.in,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/punjab.js
raj_dadups,Rajasthan,state,Dr. B.R. Ambedkar Dalit Adivasi Udhyam Protsahan Yojana (DADUPS),business; sc-st,Rajasthan Industries Dept. / SJE Dept.,Interest-free loan: ₹25 lakh (manufacturing) · ₹10 lakh (services) for SC/ST entrepreneurs,2500000,https://industries.rajasthan.gov.in,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/rajasthan.js
raj_mlupy,Rajasthan,state,Mukhyamantri Laghu Udhyog Protsahan Yojana (MLUPY),business; msme,Rajasthan Industries Dept. (Bureau of Investment Promotion),"5–8% interest subsidy on bank loans up to ₹10 crore for new manufacturing, service & trading MSMEs",100000000,https://industries.rajasthan.gov.in,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/rajasthan.js
raj_vishesh_yogyajan,Rajasthan,state,Mukhyamantri Vishesh Yogyajan Swarojgar Yojana,disability; business,Rajasthan Social Justice & Empowerment Dept.,Interest-free self-employment loan up to ₹5 lakh for persons with ≥40% disability,500000,https://sje.rajasthan.gov.in,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/rajasthan.js
raj_mahila_nidhi,Rajasthan,state,Rajasthan Mahila Nidhi (SHG Microfinance),women; shg; loan,Rajasthan State Rural Livelihoods Mission (RSLM),"Microloans ₹15,000–₹1,00,000 at 1–4% interest for women SHG members for livelihood activities",15000,rajmahilanidhi.org,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/rajasthan.js
